Customer_ID,Customer_Name,Segment,City,State,Country,Postal_Code,Region
MG-8145,Mike Gockenbach,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,,Africa
JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,United States,53132,Central
JK-16090,Juliana Krohn,Consumer,Omaha,Nebraska,United States,68104,Central
EM-13960,Eric Murdock,Consumer,Nagpur,Maharashtra,India,,Central Asia
DJ-13420,Denny Joy,Corporate,Villahermosa,Tabasco,Mexico,,North
BO-11425,Bobby Odegard,Consumer,Metepec,México,Mexico,,North
LW-17215,Luke Weiss,Consumer,New York City,New York,United States,10035,East
PJ-19015,Pauline Johnson,Consumer,Santa Ana,California,United States,92704,West
KM-16720,Kunst Miller,Consumer,Manila,National Capital,Philippines,,Southeast Asia
BG-11695,Brooke Gillingham,Corporate,Culiacán,Sinaloa,Mexico,,North
CS-12130,Chad Sievert,Consumer,Melbourne,Victoria,Australia,,Oceania
MC-17425,Mark Cousins,Corporate,Mobile,Alabama,United States,36608,South
BD-1635,Brian Derr,Consumer,Al Amarah,Maysan,Iraq,,EMEA
RF-19345,Randy Ferguson,Corporate,Barcelona,Catalonia,Spain,,South
MG-7680,Maureen Gastineau,Home Office,Mashhad,Razavi Khorasan,Iran,,EMEA
KH-16690,Kristen Hastings,Corporate,Springfield,Virginia,United States,22153,South
CC-12475,Cindy Chapman,Consumer,Bhavnagar,Gujarat,India,,Central Asia
LT-16765,Larry Tron,Consumer,Rome,Lazio,Italy,,South
BF-10975,Barbara Fisher,Corporate,Saint-Priest,Rhône-Alpes,France,,Central
CJ-12010,Caroline Jumper,Consumer,Anshan,Liaoning,China,,North Asia
SH-9975,Sally Hughsby,Corporate,Gyor,Gyor,Hungary,,EMEA
SL-20155,Sara Luxemburg,Home Office,Coyoacán,Distrito Federal,Mexico,,North
NC-8340,Nat Carroll,Consumer,Monrovia,Montserrado,Liberia,,Africa
JB-5400,Jennifer Braxton,Corporate,Johannesburg,Gauteng,South Africa,,Africa
TB-21250,Tim Brockman,Consumer,Santiago de Cuba,Santiago de Cuba,Cuba,,Caribbean
PS-18970,Paul Stevenson,Home Office,Bogotá,Bogota,Colombia,,South
BB-11545,Brenda Bowman,Corporate,Erlangen,Bavaria,Germany,,Central
SG-10470,Sheri Gordon,Consumer,Tbilisi,Tbilisi,Georgia,,EMEA
SP-20920,Susan Pistek,Consumer,Bangkok,Bangkok,Thailand,,Southeast Asia
Dp-13240,Dean percer,Home Office,Suzhou,Gansu,China,,North Asia
GZ-14470,Gary Zandusky,Consumer,Reggio nell'Emilia,Emilia-Romagna,Italy,,South
AH-10075,Adam Hart,Corporate,Azcapotzalco,Distrito Federal,Mexico,,North
CB-2025,Cassandra Brandow,Consumer,Lublin,Lublin,Poland,,EMEA
SC-20050,Sample Company A,Home Office,Gold Coast,Queensland,Australia,,Oceania
SC-10230,Scot Coram,Corporate,Elbasan,Elbasan,Albania,,EMEA
JS-15595,Jill Stevenson,Corporate,Medan,Sumatera Utara,Indonesia,,Southeast Asia
BS-11380,Bill Stewart,Corporate,Bandung,Jawa Barat,Indonesia,,Southeast Asia
JL-5130,Jack Lebron,Consumer,Voronezh,Voronezh,Russia,,EMEA
AS-10090,Adam Shillingsburg,Consumer,Huddersfield,England,United Kingdom,,North
EL-13735,Ed Ludwig,Home Office,Melbourne,Victoria,Australia,,Oceania
FH-14275,Frank Hawley,Corporate,Palu,Sulawesi Tengah,Indonesia,,Southeast Asia
OT-18730,Olvera Toch,Consumer,Bethlehem,Pennsylvania,United States,18018,East
SM-10320,Sean Miller,Home Office,Koumra,Mandoul,Chad,,Africa
PM-19135,Peter McVee,Home Office,Ballarat,Victoria,Australia,,Oceania
TS-11430,Tom Stivers,Corporate,Podgorica,Podgorica,Montenegro,,EMEA
LS-17245,Lynn Smith,Consumer,Zapopan,Jalisco,Mexico,,North
SF-20200,Sarah Foster,Consumer,Bellingham,Washington,United States,98226,West
CM-11815,Candace McMahon,Corporate,Lahore,Punjab,Pakistan,,Central Asia
FG-14260,Frank Gastineau,Home Office,Bordeaux,Aquitaine,France,,Central
KN-6705,Kristina Nunn,Home Office,Hamadan,Hamadan,Iran,,EMEA
TB-11520,Tracy Blumstein,Consumer,Windhoek,Khomas,Namibia,,Africa
JB-15400,Jennifer Braxton,Corporate,Quetzaltenango,Quezaltenango,Guatemala,,Central
KH-16510,Keith Herrera,Consumer,Bacolod City,Western Visayas,Philippines,,Southeast Asia
DL-13330,Denise Leinenbach,Consumer,Nagpur,Maharashtra,India,,Central Asia
KN-16390,Katherine Nockton,Corporate,Kwinana,Western Australia,Australia,,Oceania
SV-20935,Susan Vittorini,Consumer,Wuxi,Jiangsu,China,,North Asia
MD-17860,Michael Dominguez,Corporate,Sydney,New South Wales,Australia,,Oceania
LS-17200,Luke Schmidt,Corporate,Deuil-la-Barre,Ile-de-France,France,,Central
CM-12445,Chuck Magee,Consumer,Wollongong,New South Wales,Australia,,Oceania
SS-20140,Saphhira Shifley,Corporate,Lisbon,Lisboa,Portugal,,South
GH-14425,Gary Hwang,Consumer,Wafangdian,Liaoning,China,,North Asia
SM-20320,Sean Miller,Home Office,San Juan de la Maguana,San Juan,Dominican Republic,,Caribbean
GR-14560,Georgia Rosenberg,Corporate,Mexico City,Distrito Federal,Mexico,,North
TS-21370,Todd Sumrall,Corporate,Chicago,Illinois,United States,60623,Central
DH-3675,Duane Huffman,Home Office,Antananarivo,Analamanga,Madagascar,,Africa
MM-8280,Muhammed MacIntyre,Corporate,Ufa,Bashkortostan,Russia,,EMEA
PM-9135,Peter McVee,Home Office,Tehran,Tehran,Iran,,EMEA
GP-4740,Guy Phonely,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa
AF-10870,Art Ferguson,Consumer,Ghent,East Flanders,Belgium,,Central
TS-21505,Tony Sayre,Consumer,Boulogne-Billancourt,Ile-de-France,France,,Central
BM-11575,Brendan Murry,Corporate,Brisbane,Queensland,Australia,,Oceania
AH-10030,Aaron Hawkins,Corporate,Vienna,Vienna,Austria,,Central
AG-10495,Andrew Gjertsen,Corporate,Xiangtan,Hunan,China,,North Asia
AG-675,Anna Gayman,Consumer,Vienna,Vienna,Austria,,EMEA
SW-20755,Steven Ward,Corporate,Ris-Orangis,Ile-de-France,France,,Central
SK-19990,Sally Knutson,Consumer,Levallois-Perret,Ile-de-France,France,,Central
AG-10900,Arthur Gainer,Consumer,Mexico City,Distrito Federal,Mexico,,North
AJ-960,Astrea Jones,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa
MC-7275,Marc Crier,Consumer,Luts'k,Volyn,Ukraine,,EMEA
ER-13855,Elpida Rittenbach,Corporate,Charlotte,North Carolina,United States,28205,South
EJ-13720,Ed Jacobs,Consumer,Singapore,Singapore,Singapore,,Southeast Asia
DH-13675,Duane Huffman,Home Office,Stoke-on-Trent,England,United Kingdom,,North
HE-14800,Harold Engle,Corporate,São Paulo,São Paulo,Brazil,,South
KT-16480,Kean Thornton,Consumer,Philadelphia,Pennsylvania,United States,19134,East
SB-20170,Sarah Bern,Consumer,Huaibei,Anhui,China,,North Asia
EM-14140,Eugene Moren,Home Office,Lehi,Utah,United States,84043,West
VT-21700,Valerie Takahito,Home Office,Masterton,Wellington,New Zealand,,Oceania
JS-15880,John Stevenson,Consumer,Seattle,Washington,United States,98103,West
BC-11125,Becky Castell,Home Office,Whangarei,Northland,New Zealand,,Oceania
NF-18595,Nicole Fjeld,Home Office,Kunming,Yunnan,China,,North Asia
RH-9600,Rob Haberlin,Consumer,Vancouver,British Columbia,Canada,,Canada
CS-11950,Carlos Soltero,Consumer,Haninge,Stockholm,Sweden,,North
CM-12235,Chris McAfee,Consumer,Carrollton,Texas,United States,75007,Central
LW-16825,Laurel Workman,Corporate,Nasik,Maharashtra,India,,Central Asia
RD-19585,Rob Dowd,Consumer,Torrevieja,Valenciana,Spain,,South
BT-11680,Brian Thompson,Consumer,Ube,Yamaguchi,Japan,,North Asia
MD-7860,Michael Dominguez,Corporate,Poltava,Poltava,Ukraine,,EMEA
CC-12145,Charles Crestani,Consumer,Regensburg,Bavaria,Germany,,Central
XP-21865,Xylona Preis,Consumer,Mejicanos,San Salvador,El Salvador,,Central
ML-17410,Maris LaWare,Consumer,Camagüey,Camagüey,Cuba,,Caribbean
BS-11665,Brian Stugart,Consumer,Clamart,Ile-de-France,France,,Central
SC-20230,Scot Coram,Corporate,Los Angeles,California,United States,90004,West
QJ-19255,Quincy Jones,Corporate,Jixi,Heilongjiang,China,,North Asia
RE-19450,Richard Eichhorn,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,,Caribbean
CP-2085,Cathy Prescott,Corporate,Potchefstroom,North-West,South Africa,,Africa
JK-5730,Joe Kamberova,Consumer,Vladimir,Vladimir,Russia,,EMEA
HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,,Central
AR-10570,Anemone Ratner,Consumer,Perth,Western Australia,Australia,,Oceania
EH-14005,Erica Hernandez,Home Office,Burgos,Castile and León,Spain,,South
JR-15700,Jocasta Rupert,Consumer,Kollam,Kerala,India,,Central Asia
PL-18925,Paul Lucas,Home Office,Yangon,Yangon,Myanmar (Burma),,Southeast Asia
TC-21145,Theresa Coyne,Corporate,Mexico City,Distrito Federal,Mexico,,North
DG-13300,Deirdre Greer,Corporate,Mexico City,Distrito Federal,Mexico,,North
Dl-13600,Dorris liebe,Corporate,Mont-de-Marsan,Aquitaine,France,,Central
NC-18415,Nathan Cano,Consumer,Houston,Texas,United States,77095,Central
EB-13930,Eric Barreto,Consumer,Depok,Jawa Barat,Indonesia,,Southeast Asia
CP-12085,Cathy Prescott,Corporate,Springfield,Missouri,United States,65807,Central
SM-20005,Sally Matthias,Consumer,Santo André,São Paulo,Brazil,,South
JR-15670,Jim Radford,Consumer,Menden,North Rhine-Westphalia,Germany,,Central
DL-12925,Daniel Lacy,Consumer,Wollongong,New South Wales,Australia,,Oceania
FM-14290,Frank Merwin,Home Office,Spanish Town,Saint Catherine,Jamaica,,Caribbean
DP-13165,David Philippe,Consumer,Thane,Maharashtra,India,,Central Asia
CK-12595,Clytie Kelty,Consumer,Taupo,Waikato,New Zealand,,Oceania
CM-11830,Cari MacIntyre,Corporate,Vernon,Upper Normandy,France,,Central
PP-18955,Paul Prost,Home Office,Seattle,Washington,United States,98115,West
MM-17260,Magdelene Morse,Consumer,Tianjin,Tianjin,China,,North Asia
ME-17320,Maria Etezadi,Home Office,Stoke-on-Trent,England,United Kingdom,,North
CS-12490,Cindy Schnelling,Corporate,Chihuahua,Chihuahua,Mexico,,North
GH-14410,Gary Hansen,Home Office,Elx,Valenciana,Spain,,South
MC-17635,Matthew Clasen,Corporate,Santa Cruz de Barahona,Barahona,Dominican Republic,,Caribbean
LM-7065,Liz MacKendrick,Consumer,Doha,Ad Dawhah,Qatar,,EMEA
AR-10510,Andrew Roberts,Consumer,Velletri,Lazio,Italy,,South
JH-15910,Jonathan Howell,Consumer,Matsubara,Oita,Japan,,North Asia
DK-3375,Dennis Kane,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa
EG-13900,Emily Grady,Consumer,Puteaux,Ile-de-France,France,,Central
AS-10630,Ann Steele,Home Office,Whakatane,Bay of Plenty,New Zealand,,Oceania
CL-11890,Carl Ludwig,Consumer,Açu,Rio Grande do Norte,Brazil,,South
CA-12265,Christina Anderson,Consumer,Colchester,England,United Kingdom,,North
PF-19165,Philip Fox,Consumer,Sandy Springs,Georgia,United States,30328,South
DB-12970,Darren Budd,Corporate,Montpellier,Languedoc-Roussillon,France,,Central
CL-12565,Clay Ludtke,Consumer,Cleveland,Ohio,United States,44105,East
MF-17665,Maureen Fritzler,Corporate,Chaoyang,Jilin,China,,North Asia
IM-15055,Ionia McGrath,Consumer,San Francisco,California,United States,94122,West
EB-13975,Erica Bern,Corporate,São Paulo,São Paulo,Brazil,,South
AA-10315,Alex Avila,Consumer,Round Rock,Texas,United States,78664,Central
MV-17485,Mark Van Huff,Consumer,Saint-Chamond,Rhône-Alpes,France,,Central
JW-15955,Joni Wasserman,Consumer,Fontenay-aux-Roses,Ile-de-France,France,,Central
TS-21610,Troy Staebel,Consumer,San Francisco,California,United States,94122,West
MC-17575,Matt Collins,Consumer,Joinville,Santa Catarina,Brazil,,South
JF-5415,Jennifer Ferguson,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa
AH-10210,Alan Hwang,Consumer,Colombo,Parana,Brazil,,South
KD-16345,Katherine Ducich,Consumer,Surat,Gujarat,India,,Central Asia
PG-18895,Paul Gonzalez,Consumer,Mérida,Yucatán,Mexico,,North
HK-14890,Heather Kirkland,Corporate,Drancy,Ile-de-France,France,,Central
RR-19315,Ralph Ritter,Consumer,Gold Coast,Queensland,Australia,,Oceania
HH-5010,Hilary Holden,Corporate,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa
SH-20635,Stefanie Holloman,Corporate,Nuremberg,Bavaria,Germany,,Central
AR-10825,Anthony Rawles,Corporate,Concord,California,United States,94521,West
RP-9855,Roy Phan,Corporate,Beni Mellal,Tadla-Azilal,Morocco,,Africa
LR-17035,Lisa Ryan,Corporate,Hamburg,Hamburg,Germany,,Central
IM-5055,Ionia McGrath,Consumer,Loubomo,Niari,Republic of the Congo,,Africa
CK-12325,Christine Kargatis,Home Office,Troy,Ohio,United States,45373,East
AS-285,Alejandro Savely,Corporate,Kaliningrad,Kaliningrad,Russia,,EMEA
DK-12985,Darren Koutras,Consumer,Mejicanos,San Salvador,El Salvador,,Central
EH-4185,Evan Henry,Consumer,Ad Diwaniyah,Al Qadisiyah,Iraq,,EMEA
ML-17395,Marina Lichtenstein,Corporate,Jakarta,Jakarta,Indonesia,,Southeast Asia
BF-11215,Benjamin Farhat,Home Office,Managua,Managua,Nicaragua,,Central
MB-7305,Maria Bertelson,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa
CR-12580,Clay Rozendal,Home Office,San Diego,California,United States,92037,West
TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,United States,19140,East
KN-16450,Kean Nguyen,Corporate,Perth,Western Australia,Australia,,Oceania
HR-14770,Hallie Redmond,Home Office,Marikina,National Capital,Philippines,,Southeast Asia
CK-12760,Cyma Kinney,Corporate,Bayonne,Aquitaine,France,,Central
RO-9780,Rose O'Brian,Consumer,Algiers,Alger,Algeria,,Africa
EN-13780,Edward Nazzal,Consumer,New York City,New York,United States,10035,East
AH-10465,Amy Hunt,Consumer,León,León,Nicaragua,,Central
AH-10585,Angele Hood,Consumer,Townsville,Queensland,Australia,,Oceania
RB-9435,Richard Bierner,Consumer,Kaunas,Kaunas,Lithuania,,EMEA
AG-525,Andy Gerbode,Corporate,Ardabil,Ardabil,Iran,,EMEA
AR-10345,Alex Russell,Corporate,Mexicali,Baja California,Mexico,,North
MW-8220,Mitch Webber,Consumer,Mecca,Makkah,Saudi Arabia,,EMEA
AH-210,Alan Hwang,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa
TH-21235,Tiffany House,Corporate,Sydney,New South Wales,Australia,,Oceania
LT-7110,Liz Thompson,Consumer,Pretoria,Gauteng,South Africa,,Africa
HD-14785,Harold Dahlen,Home Office,Schwerin,Mecklenburg-Vorpommern,Germany,,Central
MC-7575,Matt Collins,Consumer,Jeddah,Makkah,Saudi Arabia,,EMEA
MH-18025,Michelle Huthwaite,Consumer,Lafayette,Louisiana,United States,70506,South
CC-2475,Cindy Chapman,Consumer,Matola,Maputo,Mozambique,,Africa
CM-12190,Charlotte Melton,Consumer,Mulhouse,Alsace,France,,Central
RA-19915,Russell Applegate,Consumer,Denver,Colorado,United States,80219,West
MT-18070,Michelle Tran,Home Office,Rueil-Malmaison,Ile-de-France,France,,Central
JF-15415,Jennifer Ferguson,Consumer,Crawley,England,United Kingdom,,North
ES-14020,Erica Smith,Consumer,Madrid,Madrid,Spain,,South
CC-12685,Craig Carroll,Consumer,Vijayawada,Andhra Pradesh,India,,Central Asia
IM-15070,Irene Maddox,Consumer,Bandung,Jawa Barat,Indonesia,,Southeast Asia
DA-13450,Dianna Arnett,Home Office,Tegucigalpa,Francisco Morazán,Honduras,,Central
SS-10410,Shahid Shariari,Consumer,Brampton,Ontario,Canada,,Canada
BM-11650,Brian Moss,Corporate,Columbia,Maryland,United States,21044,East
SW-20350,Sean Wendt,Home Office,Depok,Jawa Barat,Indonesia,,Southeast Asia
CM-1830,Cari MacIntyre,Corporate,Johannesburg,Gauteng,South Africa,,Africa
MY-17380,Maribeth Yedwab,Corporate,Bergen,Hordaland,Norway,,North
MS-7830,Melanie Seite,Consumer,Riyadh,Ar Riyad,Saudi Arabia,,EMEA
HG-14965,Henry Goldwyn,Corporate,Lahore,Punjab,Pakistan,,Central Asia
DC-13285,Debra Catini,Consumer,Mixco,Guatemala,Guatemala,,Central
DL-13315,Delfina Latchford,Consumer,London,England,United Kingdom,,North
JK-15370,Jay Kimmel,Consumer,Fernando de la Mora,Central,Paraguay,,South
CH-2070,Cathy Hwang,Home Office,Malayer,Hamadan,Iran,,EMEA
MH-7440,Mark Haberlin,Corporate,Mbuji-mayi,Kasai-Oriental,Democratic Republic of the Congo,,Africa
MC-17845,Michael Chen,Consumer,Gwalior,Madhya Pradesh,India,,Central Asia
PW-19030,Pauline Webber,Corporate,Southend-on-Sea,England,United Kingdom,,North
BS-11590,Brendan Sweed,Corporate,Thionville,Lorraine,France,,Central
DO-13435,Denny Ordway,Consumer,Srinagar,Jammu and Kashmir,India,,Central Asia
SG-20890,Susan Gilcrest,Corporate,Villa Nueva,Guatemala,Guatemala,,Central
SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,United States,60610,Central
JC-16105,Julie Creighton,Corporate,Gold Coast,Queensland,Australia,,Oceania
TB-21190,Thomas Brumley,Home Office,Allahabad,Uttar Pradesh,India,,Central Asia
SV-10785,Stewart Visinsky,Consumer,Daloa,Haut-Sassandra,Cote d'Ivoire,,Africa
VP-21760,Victoria Pisteka,Corporate,Madrid,Madrid,Spain,,South
LR-16915,Lena Radford,Consumer,Gorakhpur,Haryana,India,,Central Asia
TH-21550,Tracy Hopkins,Home Office,Bangkok,Bangkok,Thailand,,Southeast Asia
TC-11145,Theresa Coyne,Corporate,Magnitogorsk,Chelyabinsk,Russia,,EMEA
JL-15235,Janet Lee,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,,Caribbean
RK-19300,Ralph Kennedy,Consumer,Serra,Espírito Santo,Brazil,,South
CC-12670,Craig Carreira,Consumer,Florence,Tuscany,Italy,,South
DB-13555,Dorothy Badders,Corporate,Raleigh,North Carolina,United States,27604,South
SG-20605,Speros Goranitis,Consumer,New York City,New York,United States,10009,East
MG-17890,Michael Granlund,Home Office,Lahore,Punjab,Pakistan,,Central Asia
MA-17560,Matt Abelman,Home Office,New York City,New York,United States,10024,East
CB-12025,Cassandra Brandow,Consumer,Jakarta,Jakarta,Indonesia,,Southeast Asia
DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035,East
BT-11395,Bill Tyler,Corporate,Worthing,England,United Kingdom,,North
TT-11265,Tim Taslimi,Corporate,Lublin,Lublin,Poland,,EMEA
TH-11235,Tiffany House,Corporate,Baghdad,Baghdad,Iraq,,EMEA
VG-21790,Vivek Gonzalez,Consumer,San Luis,San Luis,Argentina,,South
NW-18400,Natalie Webber,Consumer,San Luis Potosí,San Luis Potosí,Mexico,,North
VP-21730,Victor Preis,Home Office,Brisbane,Queensland,Australia,,Oceania
SS-20410,Shahid Shariari,Consumer,Le Chesnay,Ile-de-France,France,,Central
JE-15715,Joe Elijah,Consumer,New York City,New York,United States,10009,East
AG-270,Alejandro Grove,Consumer,Prague,Prague,Czech Republic,,EMEA
BW-11200,Ben Wallace,Consumer,Dieppe,Upper Normandy,France,,Central
EK-13795,Eileen Kiefer,Home Office,San Francisco,California,United States,94110,West
SG-20080,Sandra Glassco,Consumer,Redlands,California,United States,92374,West
SC-10725,Steven Cartwright,Consumer,Bangui,Bangui,Central African Republic,,Africa
AG-10525,Andy Gerbode,Corporate,Irapuato,Guanajuato,Mexico,,North
MG-18145,Mike Gockenbach,Consumer,Bhilwara,Rajasthan,India,,Central Asia
BD-11605,Brian Dahlen,Consumer,Newcastle,New South Wales,Australia,,Oceania
PB-19105,Peter Bühler,Consumer,Orange,New South Wales,Australia,,Oceania
SC-20575,Sonia Cooley,Consumer,Torreón,Coahuila,Mexico,,North
DO-3435,Denny Ordway,Consumer,Porto-Novo,Ouémé,Benin,,Africa
CC-12220,Chris Cortes,Consumer,New York City,New York,United States,10024,East
TS-21430,Tom Stivers,Corporate,Outreau,Nord-Pas-de-Calais,France,,Central
AZ-10750,Annie Zypern,Consumer,León,León,Nicaragua,,Central
IG-15085,Ivan Gibson,Consumer,Bourg-en-Bresse,Rhône-Alpes,France,,Central
SP-20860,Sung Pak,Corporate,Mulhouse,Alsace,France,,Central
KM-16225,Kalyca Meade,Corporate,Geelong,Victoria,Australia,,Oceania
KM-6720,Kunst Miller,Consumer,Kashan,Esfahan,Iran,,EMEA
MM-18055,Michelle Moray,Consumer,Herford,North Rhine-Westphalia,Germany,,Central
RB-19360,Raymond Buch,Consumer,Cairns,Queensland,Australia,,Oceania
NC-8415,Nathan Cano,Consumer,L'viv,L'viv,Ukraine,,EMEA
SN-20710,Steve Nguyen,Home Office,Geelong,Victoria,Australia,,Oceania
DL-3330,Denise Leinenbach,Consumer,Arbil,Arbil,Iraq,,EMEA
JG-15115,Jack Garza,Consumer,Des Moines,Washington,United States,98198,West
CJ-11875,Carl Jackson,Corporate,Brisbane,Queensland,Australia,,Oceania
AY-10555,Andy Yotov,Corporate,Bradford,England,United Kingdom,,North
BV-11245,Benjamin Venier,Corporate,San Sebastian,Basque Country,Spain,,South
PO-9195,Phillina Ober,Home Office,Tangier,Tanger-Tétouan,Morocco,,Africa
GZ-4545,George Zrebassa,Corporate,Blagoveshchensk,Amur,Russia,,EMEA
PN-18775,Parhena Norris,Home Office,Tianjin,Tianjin,China,,North Asia
SC-20800,Stuart Calhoun,Consumer,Bhilai,Chhattisgarh,India,,Central Asia
AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009,East
VB-21745,Victoria Brennan,Corporate,Rochester,New York,United States,14609,East
TT-11460,Tonja Turnell,Home Office,Durres,Durrës,Albania,,EMEA
AC-10420,Alyssa Crouse,Corporate,Kunming,Yunnan,China,,North Asia
CG-12040,Catherine Glotzbach,Home Office,Wellington,Wellington,New Zealand,,Oceania
TR-11325,Toby Ritter,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa
SC-20440,Shaun Chance,Corporate,Victoria,Tamaulipas,Mexico,,North
BT-11305,Beth Thompson,Home Office,San Gabriel,California,United States,91776,West
JB-15925,Joni Blumstein,Consumer,Trier,Rhineland-Palatinate,Germany,,Central
GW-14605,Giulietta Weimer,Consumer,Luoyang,Guangdong,China,,North Asia
SC-20725,Steven Cartwright,Consumer,Petrópolis,Rio de Janeiro,Brazil,,South
EH-13765,Edward Hooks,Corporate,Watertown,New York,United States,13601,East
YS-21880,Yana Sorensen,Corporate,Seattle,Washington,United States,98103,West
FO-14305,Frank Olsen,Consumer,Noisy-le-Grand,Ile-de-France,France,,Central
RP-19855,Roy Phan,Corporate,Bangkok,Bangkok,Thailand,,Southeast Asia
AB-10600,Ann Blume,Corporate,Tucson,Arizona,United States,85705,West
KB-16240,Karen Bern,Corporate,Kalyan,Maharashtra,India,,Central Asia
KA-16525,Kelly Andreada,Consumer,Mejicanos,San Salvador,El Salvador,,Central
EM-3960,Eric Murdock,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa
JD-15790,John Dryer,Consumer,Semarang,Jawa Tengah,Indonesia,,Southeast Asia
JL-15850,John Lucas,Consumer,Stuttgart,Baden-Württemberg,Germany,,Central
JW-16075,Julia West,Consumer,Hamilton,Waikato,New Zealand,,Oceania
LL-6840,Lauren Leatherbury,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa
TH-21100,Thea Hendricks,Consumer,Lyon,Rhône-Alpes,France,,Central
MC-17275,Marc Crier,Consumer,Lille,Nord-Pas-de-Calais,France,,Central
NG-8430,Nathan Gelder,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA
KD-16615,Ken Dana,Corporate,Marseille,Provence-Alpes-Côte d'Azur,France,,Central
MC-17605,Matt Connell,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,,Caribbean
JK-15625,Jim Karlsson,Consumer,Mejicanos,San Salvador,El Salvador,,Central
TS-11505,Tony Sayre,Consumer,Algiers,Alger,Algeria,,Africa
LD-6855,Lela Donovan,Corporate,Pretoria,Gauteng,South Africa,,Africa
LP-17080,Liz Pelletier,Consumer,Melbourne,Victoria,Australia,,Oceania
CV-12805,Cynthia Voltz,Corporate,Matsudo,Chiba,Japan,,North Asia
MO-17500,Mary O'Rourke,Consumer,Aachen,North Rhine-Westphalia,Germany,,Central
MS-17530,MaryBeth Skach,Consumer,Melbourne,Victoria,Australia,,Oceania
GA-14515,George Ashbrook,Consumer,Ballarat,Victoria,Australia,,Oceania
CS-12355,Christine Sundaresam,Consumer,Gold Coast,Queensland,Australia,,Oceania
GM-14500,Gene McClure,Consumer,Managua,Managua,Nicaragua,,Central
CC-2670,Craig Carreira,Consumer,Beirut,Beirut,Lebanon,,EMEA
MN-17935,Michael Nguyen,Consumer,Hefei,Anhui,China,,North Asia
JM-16195,Justin MacKendrick,Consumer,Louisville,Kentucky,United States,40214,South
DB-13615,Doug Bickford,Consumer,Los Angeles,California,United States,90045,West
PK-18910,Paul Knutson,Home Office,San Luis Potosí,San Luis Potosí,Mexico,,North
LS-16945,Linda Southworth,Corporate,Tegal,Jawa Tengah,Indonesia,,Southeast Asia
JK-15730,Joe Kamberova,Consumer,Rome,Lazio,Italy,,South
SW-10275,Scott Williamson,Consumer,Kitchener,Ontario,Canada,,Canada
MC-18100,Mick Crebagga,Consumer,Sevran,Ile-de-France,France,,Central
EH-13945,Eric Hoffmann,Consumer,Portici,Campania,Italy,,South
LC-16930,Linda Cazamias,Corporate,Sparks,Nevada,United States,89431,West
MA-17995,Michelle Arnett,Home Office,Duisburg,North Rhine-Westphalia,Germany,,Central
SP-20650,Stephanie Phelps,Corporate,Balikpapan,Kalimantan Timur,Indonesia,,Southeast Asia
JH-15430,Jennifer Halladay,Consumer,Poza Rica de Hidalgo,Veracruz,Mexico,,North
ML-17755,Max Ludwig,Home Office,Clichy-sous-Bois,Ile-de-France,France,,Central
PC-18745,Pamela Coakley,Corporate,Antipolo,Calabarzon,Philippines,,Southeast Asia
KE-16420,Katrina Edelman,Corporate,Curitiba,Parana,Brazil,,South
EM-4200,Evan Minnotte,Home Office,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa
DW-13480,Dianna Wilson,Home Office,Albury,New South Wales,Australia,,Oceania
SC-10680,Steve Carroll,Home Office,Kutahya,Kutahya,Turkey,,EMEA
JG-15805,John Grady,Corporate,Daqing,Heilongjiang,China,,North Asia
LL-16840,Lauren Leatherbury,Consumer,Waynesboro,Virginia,United States,22980,South
PV-8985,Paul Van Hugh,Home Office,Yaounde,Centre,Cameroon,,Africa
PO-19180,Philisse Overcash,Home Office,Chicago,Illinois,United States,60623,Central
SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,,Oceania
GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,North Asia
GT-4755,Guy Thornton,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa
PR-18880,Patrick Ryan,Consumer,Puebla,Puebla,Mexico,,North
AG-10765,Anthony Garverick,Home Office,Mumbai,Maharashtra,India,,Central Asia
